key,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract,notes,doi,keywords
,the experience of irrigation management transfer in ghana: a case study of dawhenya irrigation scheme,Sam-amoah L.K.; Gowing J.W.,Irrigation and Drainage Systems,1686291,15,1,21-38,2001,,,"Excessive leverage is one of the most important problems facing Italian agricultural cooperatives as the competition in the EU intensifies. An empirical study of 500 agricultural cooperatives supports the hypothesis that cooperatives characterized as having ""powerful managers"" have a capital structure that is significantly different from the ""nonpowerful manager"" cooperatives. Powerful manager cooperatives were less leveraged and had a long term strategy that focused on minimizing financial risk by increasing their equity/asset ratio. The result of this strategy is an increased probability of long term international competitiveness. © 2001 Elsevier Science Inc.",,10.1023/A:1017550914360,Ghana; Irrigation performance; Management transfer; Rice
,cooperatives in us fisheries: realizing the potential of the fishermen's collective marketing act,Kitts A.W.; Edwards S.F.,Marine Policy,0308597X,27,5,357-366,2003,Elsevier Ltd,,"Government disengagement from day-to-day management of irrigation infrastructure has become a widespread strategy in Asia, Africa and Latin America. This paper examines a case study of management transfer of a rice irrigation scheme in Ghana. The criteria used relate to agricultural, financial and economic performance and environmental sustainability. The study showed that whilst both cropping intensity and cultivated area decreased after transfer, the relatively high yields were sustained. The average production cost before transfer decreased by about 7% from $827/ha to $774/ha after transfer. Most importantly, average net income increased by more than 100% from $260/ha to $549/ha after transfer. Very high financial self-sufficiency ratios coupled with low running cost achieved by the farmers' co-operative led to the conclusion that transfer has resulted in better performance so far.",,10.1016/S0308-597X(03)00050-2,Anti-trust; Fishermen's collective marketing act; Fishery cooperatives
,agricultural reforms in the cefta and eu eastern enlargement,Lukas Z.,Most,11207388,8,2,143-166,1998,,,"The economic successes of recent quota-based harvest cooperatives in the Pacific Northwest and an Alaskan salmon marketing cooperative highlight the potential for more extensive forms of collective behavior afforded by the Fishermen's Collective Marketing Act (FCMA) of 1934. Court rulings during the 1930s-1950s clarified what was considered anti-competitive behavior by fishermen's groups, but the lack of controls on entry and harvests in the mostly open access fisheries undermined the full potential of the FCMA. With more fisheries now being managed by limited access and quotas, fishery cooperatives will be better able to share harvest capacity and/or profits, reduce costs, improve product quality, and negotiate prices. Published by Elsevier Ltd.",,10.1023/A:1009503109801,(Central); Agricultural reform; Agricultural trade; Europe; Land market; Privatization
,strategic planning and agribusiness: an exploratory study of the adoption of strategic planning techniques by co-operatives,Miles M.P.; White J.B.; Munilla L.S.,British Food Journal,0007070X,99,11,401-408,1997,,,"The governments in the Czech Republic, Hungary and Slovakia considered privatization the most important prerequisite for higher efficiency in the agricultural sector. The privatization process of the former state and collective farms, thousands of hectares in size, has been implemented predominantly by way of decollectivization, restitution and compensation as well as by direct privatization following decomposition into smaller entities. This procedure, though leading to a fragmentation of ownership, has not resulted in fragmented operation here, due to the dominance of new market-conforming smaller cooperatives and other types of corporations. In addition, most new small owners leased their land to the new agricultural cooperatives, though currently the share of small-scale farming especially in Hungary is growing. These new entities, extending over hundreds of hectares, have been mostly owned by managers holding important positions already in the previous political regime and thus experienced in large-scale operation. Consequently the old-new management is able to cope with the new circumstances in the transformed farms, which are still large enough to utilize economies of scale in production. Altogether, over 90% of the agricultural land in the CEFTA is now in private hands. Other crucial reform steps related to farming were massive cuts in agrarian subsidies and the liberalization of agro-food markets and of prices as well. Although the bulk of the institutional transformation of CEFTA agriculture has been completed, problems still to be solved are constituted mainly by the lack of market institutions such as a credit system related to the land market. The urgently needed existence of the land market would generate land prices that can serve as a guideline for borrowers and lenders regarding feasible mortgage values.",,10.1108/00070709710196481,
,cooperatives in fisheries management: the case of st. vincent and the grenadines,Jentoft S.; Sandersen H.T.,Society and Natural Resources,8941920,9,3,295-305,1996,,,"Explores the adoption of strategic planning techniques by agribusiness, specifically agricultural co-operatives. Offers implications for policy. A survey was sent to 345 co-operatives listed in the US Department of Agriculture's Agricultural Cooperative Service's Directory of Farmer Cooperatives. Co-operatives have widely adopted many of the sophisticated strategic planning techniques such as environmental analysis, core competences and SWOT analysis. © 1997, MCB UP Limited",,10.1080/08941929609380973,Caribbean; Cooperatives; Co?management; Fisheries; St. Vincent and the Grenadines
,community environmental action: the plumstead common experience,McPhee E.,Local Environment,13549839,1,2,183-196,1996,Carfax Publishing Company,,"Using a case study from St. Vincent and the Grenadines (SVG) of the Caribbean region, the authors discuss the problems and potential of vesting fisheries management responsibility with cooperative organizations. In SVG, fishing cooperatives at the present stage are far from capable of handling management functions, and they need to be strengthened at the local and national level before this is possible. To be effective as co?managers, fishers’ cooperatives must be made more attractive to members. Thus, this case study suggests that not only is fisheries management a prerequisite of community development, development is also imperative to management. © 1996 Taylor and Francis Group, LLC.",,10.1080/13549839608725491,
,u.s. credit union motivation for involvement in the first-mortgage market,Tripp J.D.; Smith S.D.,The Journal of Real Estate Finance and Economics,8955638,7,3,229-236,1993,Kluwer Academic Publishers,,"This paper traces the origins and progress of a small grass-roots local environmental initiative. From the simple desire of a few people to clean up some waste land behind their homes grew the Plumstead Common Environment Group. Working closely with the local Borough Council, the group has obtained funding from English Nature, Shell Better Britain Campaign, the Co-operative Society, local businesses and residents. It has expanded its remit from less than 1 ha to over 50 ha of public open space within an older, high-density housing area in Greater London. The important feature of this project is the balance it manages to achieve between a number of potentially competing needs. These include the needs of local people to have a degree of control over, and be practically involved in, the improvement of their immediate environment; to have feedback in terms of aesthetic improvements; and to conserve/enhance the ecological value of the area. Failure to maintain this balance can undermine the viability of such projects. The ways in which the project has addressed ethical, aesthetic and ecological considerations are outlined, serving as an exemplar of sound community-based environmental practice for urban ecological projects elsewhere.",,10.1007/BF01096969,Credit unions; first-mortgage lending
,credit unions and local government: the role of metropolitan authorities,Thomas I.C.; Balloch S.,Local Government Studies,3003930,18,2,98-119,1992,,,"U.S. credit union involvement in first-mortgage lending has grown rapidly since extended lending powers were granted through several regulatory changes from 1977 to 1984. The purpose of this study is to examine credit unions that initiated first-mortgage lending programs during the period 1983 through 1988, and attempt to identify factors or variables that influenced the decision to become active in the first-mortgage market. The results indicate that there are certain factors that distinguish credit unions that become involved in first-mortgage lending from those that do not. Specifically, the size of a credit union, a full-service orientation, and a residential type of membership bond were factors consistently significant in their relationship to first-mortgage initiation. © 1993 Kluwer Academic Publishers.",,10.1080/03003939208433628,
,scottish quality cereals and coastal grains - combinable crop assurance in action,Jack D.; Pardoe T.; Ritchie C.,Supply Chain Management,13598546,3,3,134-138,1998,,,[No abstract available],,10.1108/13598549810230840,
,development of agriculture in ethiopia since the 1975 land reform,Belete A.; Dillon J.L.; Anderson F.M.,Agricultural Economics,1695150,6,2,159-175,1991,,,"This paper outlines the objectives and quality assurance arrangements of Scottish Quality Cereals (SQC), the first major assurance scheme to be implemented for combinable crops in the UK. Thereafter, the traceability arrangements of Coastal Grains, a farmer co-operative drawing grain from the English and Scottish Borders, are described. The Coastal Grains' system provides traceability, quality and treatment information from seed and farm of origin right through to the industrial customer. SQC and Coastal Grains provide clear examples of how quality assurance and traceability may be developed in the combinable crops sector.",,10.1016/0169-5150(91)90022-D,
,professional perspectives of members of agricultural cooperatives: an attitudinal study from the former german democratic republic,Krambach K.,Journal of Rural Cooperation,3777480,20,1,47-66,1992,,,"A stated objective of the Ethiopian Government since it came to power in 1975 has been to increase the production of crops for both domestic consumption and export. Consequently, a number of plans and programs have been proposed and implemented to bring about such development in Ethiopian agriculture. This paper mainly focuses 011 a macro review of the general course of Ethiopian agricultural development since the land reform of 1975. The food production in Ethiopia has lagged behind the population growth as evidenced by the gap between the growth rates of population (3%) and food production (1.8%) over the period from 1970 to 1983. Recently, this situation has, perhaps, further deteriorated. Seventy-one percent of the total land mass is estimated to be suitable for agriculture, but only about 19% is cultivated. This suggest an underutilisation of land. Moreover, Ethiopia has a persistent subsistence production problem in agriculture. Agricultural research and education which are essential to development have not been given due attention by the policy makers. As a result, the agricultural technologies used by farmers have changed little in this century. Moreover, small-scale farmers, although still the most potent economic force in the country, have not been given the incentives necessary to expand production, and currently receive less than adequate support from the central government. Some 85%, 50%, and 79% of total agricultural credit, fertiliser and improved seeds respectively go directly to socialist enterprises (state farms and producers' cooperatives) which, up to 1985, have jointly accounted for only 5% of the total cultivated land and 4% of the national crop production. The favouring of large-scale and capital-intensive state-owned farming enterprises with credit, subsidies, and fiscal incentives, while neglecting smallholders, has contributed to the stagnation of agricultural production in Ethiopia. Overall, the analysis indicates that there has been no significant development of agriculture in Ethiopia following the 1975 land reform. © 1991.",,,
,production planning and the management of information on fish farms: results of a uk survey,VARVARIGOS P.,Aquaculture Research,1355557X,22,2,217-227,1991,,,"A study was carried out on the attitudes of a representative sample of members of agricultural production cooperatives (LPGs) in the former GDR towards their preferences for future forms of life. Confronted with such critical issues as social security, agricultural production and man-land relations under the new free market system, a clear majority of the interviewed expressed their preference for a communal, cooperative or similar, form of organization and life. The main motives underlying their choice are analyzed and discussed. -Author",,10.1111/j.1365-2109.1991.tb00511.x,
,a case study of three tourism-related craft marketing cooperatives in appalachia: contributions to community,Mc Gehee N.G.; Meares A.C.,Journal of Sustainable Tourism,9669582,6,1,4-25,1998,,,"Abstract.  In order to assess the attitudes of fish farmers towards data management, and discover the major sources of influence upon planning production, a postal survey among 293 salmon and trout farmers was conducted in the summer of 1987. The degree of microcomputer use and the uptake of automation were examined in this perspective. Salmon and trout fanners collected production records which, in most cases, were unsuitable for planning. Microcomputers were used mainly for accounting and word processing. Software was commonly purchased‘off?the?shelf’. Computerization when rejected was primarily on grounds of excessive costs and time requirements. Other automation comprised feeding systems and to a lesser extent water parameter monitoring. For decision making, directors and owners relied heavily on their site managers and foremen to provide feedback. When farms were members of marketing cooperatives or owned by larger firms the latter directed their production and outlets. Accountants were employed part?time to draw the financial accounts, and the proportion of fish farms hiring experts and computer consultants was small. The findings showed that information technology is not a priority among fish farm managers. Copyright © 1991, Wiley Blackwell. All rights reserved",,10.1080/09669589808667299,
,bank reform: create larger playing field,Barth J.R.; Jahera J.S.,Forum for Applied Research & Public Policy,,7,2,53-57,1992,,,"Many rural communities interested in cultivating tourism while maintaining local control are considering the cooperative form of development. Because this form requires little initial capital investment (which enables local control and self-development) and can be developed in a way that allows for non-economic goals, it can be an important element of sustainable tourism. This article uses qualitative case study analysis and in-depth interviews to examine if the various rationalities within three tourism craft marketing cooperatives in central Appalachia are manifest in their contributions made to the communities in which they are located.The study is theoretically framed by the Weberian concept of formal and substantive rationality. Formal rationality is based on economic goals only, while substantive rationality allows for non-economic goals like improved quality of life and cultural preservation. Results indicate the Weberian framework is a useful device for interpreting whether a tourism-related marketing cooperative organisation's internal goals and priorities are manifest in its external contributions to community. This study is especially useful to rural tourism practitioners interested in maximising often scarce resources in a sustainable manner that maintains local control and ideologies. © 1998, Taylor & Francis Group, LLC. All rights reserved.",,,
,voluntary agencies as development organizations: theorizing the problem of efficiency and accountability,Brett E.A.,Development and Change,0012155X,24,2,269-304,1993,,,"Banks may become obsolete unless they are allowed to compete on a level playing field. A bank can no longer stay in business by simply offering checking accounts and commercial and industrial loans, nonbank firms now compete successfully with banks in these and other endeavours. Government can regulate an industry, but it cannot regulate the marketplace. By not allowing banks, saving and loan associations, and credit unions to adapt to changes in the marketplace, it has opened the door for new firms to offer products and services that weaken more regulated firms. Banks should be given broader securities and insurance powers, permitted to establish branches nationwide, and granted the opportunity to be owned by commercial firms. -from Authors",,10.1111/j.1467-7660.1993.tb00486.x,
,empowering family farms through cooperatives and producer marketing boards,Moran W.; Blunden G.; Bradly A.,Economic Geography,130095,72,2,161-177,1996,Clark University,,"Co?operatives, NGOs and community groups are being increasingly used as development agencies by policy?makers, because they are thought to provide more accountable, effective and equitable services in many areas than public or private agencies. This article attempts to consider some of the theoretical and practical implications of this growing role by treating them as ‘value?driven’ organizations, and asking how this differentiates them, in terms of efficiency and accountability, from public or private agencies. It notes the lack of developed theoretical models capable of dealing with this question, and examines the relevance of existing theories (neo?classical economics, public administration and especially varieties of organization theory including the New Institutional Economics) in dealing with agencies which claim to be dominated by motivations based on democracy and altruism rather than self?interest. The author looks at problems associated with the measurement of efficiency and enforcement of accountability in organizational life and at the need for effective incentives and sanctions which provide a stable basis for maintaining commitment. He then considers the issues involved in the enforcement of accountability to ensure the efficient use of resources in producer co?operatives on the one hand and service delivery NGOs on the other. In the former, the focus is on the strengths and weaknesses of market competition and the costs of collective management; in the latter on the varied relationships between ‘principals and agents' involved in the production and management of services. © 1993 Institute of Social Studies",,10.2307/144264,Agriculture; Cooperatives; Family farms; New Zealand; Producer marketing boards
,privatization and efficient contracts: the workers' stake in the transition,Bonin J.P.,Journal of Comparative Economics,1475967,16,4,716-732,1992,,,"The connections between family farms and the organizations linking them to the agrocommodity chains have been neglected in debates about the reproduction of family farms. We use the example of cooperatives and producer marketing boards in the main agricultural export industries of New Zealand to inform this debate. Regulation by central government has been crucial to the establishment and continuance of producer marketing boards, especially in the face of substantial neoliberal criticism of their very existence. Critics of producer marketing boards - the New Zealand Department of Treasury, nonfarm capitals, and one corporate agriculturalist - argue on the basis of theoretical efficiency, but offer little empirical evidence. Using insights from the family farm and cooperation literatures, we argue that cooperatives and producer marketing boards help shield family farms from the full costs of market relations, assist shareholders in capturing downstream profits, enable farmers to develop and maintain ownership of new technology, reduce competition among farmers, and allow farmers more control of their industries than would otherwise be the case.",,10.1016/0147-5967(92)90101-C,
,"exit rights, exit costs, and shirking in agricultural cooperatives: a reply",Lin J.Y.,Journal of Comparative Economics,1475967,17,2,504-520,1993,,,"The privatization programs in Hungary and Poland afford workers the opportunity to acquire shares in their large state-owned company on preferential terms. Relying on the literature on Western producer cooperatives, we argue that such a policy may enhance worker productivity, but that it will also require the participation of a core investor in company governance. Using a shared decision-making model, we characterize efficient wage-employment bargains for these two groups. Comparative static results indicate that debt reduction and less generous unemployment compensation are beneficial to both parties as well as to the financial well-being of the newly privatized companies. © 1992.",,10.1006/jcec.1993.1039,
,dutch agriculture seeking for market leader strategies,Van Dijk G.; Mackel C.,European Review of Agricultural Economics,1651587,18,4-Mar,345-364,1991,,,"Dong and Dow?s comments on Lin?s article are motivated by the implications of MacLeod?s papers. However, they fail to see that MacLeod deals with the case where a worker has the incentive to shirk and quit a cooperative, whereas Lin deals with the case where a worker has the incentive to shirk and stay. Moreover, the results of their model are based on two unwarranted assumptions about the utility function. Kung?s first comment confuses a necessary condition with a sufficient condition in a hypothesis, and his interpretation of historical evidence in the second comment is inconsistent with his own account. © 1993 Academic Press, Inc.",,10.1093/erae/18.3-4.345,
,irrigation operation and maintenance in vietnam under economic restructuring: institutional and financial considerations,Small L.E.,Irrigation and Drainage Systems,1686291,10,3,245-262,1996,Springer Netherlands,,"Dutch agriculture has benefitted in the past 40 yr from significant increases in production efficiency and the market opportunities of the Common Agricultural Policy (CAP). Marketing co-operatives have concentrated on processing efficiency, encouraged to do so both by market conditions and members' expectations. During the 1980s operating conditions changed as the direction of the CAP came under pressure, the GATT round proceeded, and both processors and retailers responded to the possibilities of European integration. Co-operatives will have to change both their funding methods and market strategies. Failure to do so will lead to them becoming increasingly peripheralised in the market place -from Authors",,10.1007/BF01102809,Collective action; Financial autonomy; Financing; Institutions; Irrigators' organizations; Operation and maintenance; Vietnam
,the productivity effects of employee ownership within command economies: evidence from poland,Jones D.C.,Managerial and Decision Economics,1436570,14,5,475-485,1993,,,"Vietnam's policies to establish a market economy are reshaping the state organizations and agricultural cooperatives that have operated and maintained irrigation systems. The new policies emphasize financial autonomy for state enterprises, and a shift in the responsibilities of the agricultural cooperatives away from collective production activities. Specific policies and institutional arrangements vary considerably among the provinces. In Quang Nam-Da Nang province in central Vietnam, the agricultural cooperatives generally still play an important role in irrigation O&M at the tertiary and quaternary level, serving as intermediaries between individual households and the state enterprise that operates the headworks and the primary and secondary canal network of government irrigation schemes. The cooperatives also have full responsibility for many small pump irrigation schemes. The state irrigation enterprises have partial financial autonomy, financing their activities primarily from irrigation fees collected from the farmers. The power to set the fees, however, resides with the provincial government and not with the irrigation enterprises. The fee, which is an area-based fee differentiated by crop and season, is set in terms of paddy to facilitate maintaining its real value in the face of inflation. Both cost and equity factors are taken into consideration in setting the schedule of fees. The fees in government gravity irrigation schemes are fairly high by comparison with other Asian countries; however they are lower than typically paid by farmers in the small pump irrigation schemes operated by the agricultural cooperatives. © 1996 Kluwer Academic Publishers.",,10.1002/mde.4090140511,
,"antitrust, marketing cooperatives, and market power",Bergman M.A.,European Journal of Law and Economics,9291261,4,1,73-92,1997,Springer Netherlands,,"The effects of employee ownership, broadly defined, are estimated for a sample of Polish producer co?operatives in three industries during 1976?8, i.e. when Poland was a centrally planned economy. The results indicate that, in general, increasing either worker participation in control and/or in economic returns provides positive effects on productivity. The pattern of the different effects of employee ownership varies significantly across sectors. This new evidence strongly suggests that workers within Soviet?type economies are responsive to economic incentives. Together with existing theoretical and empirical evidence for both Eastern and Western European firms, the findings suggest a larger role for employee ownership than typically either currently exists or that is under serious consideration in most restructuring economies. Copyright © 1993 John Wiley & Sons, Ltd.",,10.1023/A:1008683413296,Agricultural markets; Producer cooperatives; Vertical foreclosure
,development strategies of cooperatives - from the beginning to the present,Muller J.O.,Quarterly Journal of International Agriculture,,32,1,98-105,1993,,,"Marketing cooperatives are common in agricultural markets. This article explores their price and welfare effects and relates to antitrust legislation in the United States, the European Union some of the EU member states-in particular, Sweden. Welfare is higher with a monopoly cooperative than with a profit-maximizing monopoly, if the scope for price discrimination is small and if the world-market price is low relative to the domestic price. As the world-market price rises (or as price discrimination becomes more important), the welfare effect is reversed. The price-discrimination effect suggests that, as a marketing cooperative integrates vertically, welfare may fall. These results carry over to a duopoly with a cooperative firm and a profit-maximizing firm. In such a duopoly, the cooperative behaves more aggressively and obtains a larger market share. Empirical evidence supports these conclusions. © 1997 Kluwer Academic Publishers.",,,
,"organic agriculture and globalization: a maya associative corporation in chiapas, mexico",Nigh R.,Human Organization,187259,56,4,427-436,1997,Society for Applied Anthropology,,"Following the pattern of traditional local concepts of cooperation has stood the test. The potential development agents of self-help cooperatives must proceed strategically in such a way that their intervention retains a catalytic character and does not lose sight of the main objective, the mobilization of the group's self-help potential, independent of restrictive local powers. It should be taken into consideration that people belong to complex socio-cultural systems and that, consequently, the appropriate objectives of cooperation should be selected from behavioural goals in a dialogue with the people concerned. -from Author",,10.17730/humo.56.4.w761q3q1h4h8m247,Chiapas; Coffee; Cooperatives; Globalization; Mam Maya; Mexico; Organic agriculture
,credit unions in hong kong,Skully M.T.; Ho R.Y.W.,Savings & Development,,17,1,61-75,1993,,,"Indigenas de la Sierra Madre de Motozintla (ISMAM), the world's foremost producer of organic gourmet coffee, is a prominent example of an associative corporation, an organizational form combining aspects of traditional Indian social organization and modern capitalist enterprises. The development of ISMAM's organic strategy is analyzed as acheiving multiple goals, including improving soils and improving marketing conditions by permitting greater value-added to growers through direct access to high-value markets. The role of external brokers and the impact or organic marketing on organizational structure are analyzed. Though not typical, ISMAM is an encouraging example of a viable small-farmer strategy for meeting the economic and political challenge of globalization.",,,
,"towards an ecological collaborative relationship management a ""co-opetive"" perspective",Amin Zineldin M.,European Journal of Marketing,3090566,32,12-Nov,1138-1164,1998,Emerald Group Holdings Ltd.,,"Hong Kong's importance in international banking has generally overshadowed its smaller solely domestic financial institutions. An examination of 51 credit unions found Hong Kong's industry highly concentrated with the top four credit unions controlling two-thirds of industry's members, deposits, loans and assets. As larger credit unions were also more profitable than their smaller counterparts, operational economies of scale appear available. The degree of employer sponsorships was also important. Most credit unions would probably gain from jointly offering more financial services through the Hong Kong Credit Union League. -Authors",,10.1108/03090569810243767,Co?operative organization; Ecology; Organizational theory; Relationship marketing; Systems theory; Value analysis
,flaws and remedies in corporatisation and privatisation,Turnbull S.,Human Systems Management,1672533,12,3,227-252,1993,,,"Attempts to address how organizations are responding to the growing complexities of global business, technology, and virtual organizations. Argues that organizations can co?operate and compete at the same time in order to be more effective in the marketplace utilizing a relationship perspective. This is why we have integrated the concepts cooperation and effectiveness, to create the new “co?opetive” terminology. An ecological collaborative value system (CVS) has been developed. The behaviour of the system is affected by the condition of its components, and the system components are affected by environmental conditions. CVS suggests that customers, suppliers, distributors, competitors, and other organizations are equal partners in the system. Argues that it is imperative for a successful alliance and relationship between the collaborators to communicate and cooperate in an atmosphere of frank debate, trust, interdependence, and mutual positive expectation so that the mutual benefits and interests may be achieved. This mechanism may enable each component of the system to monitor its performance and to adjust its operation to ensure uniform quality of its input?output. In short, it may allow the system to learn, adapt and evolve. © 1998, MCB UP Limited.",,10.3233/HSM-1993-12308,Aboriginal; Accountability; Audit; Australian; Boards; Competitiveness; Conflicts; Corporations; Corporatisation; Cybernetics; Directors; Economy; Effectiveness; Efficiency; Ethics; Governance; Government; Information; Keiretsu; Mondragón; Performance; Policy; Privatisation; Stakeholders
,successful rural finance institutions,Yaron J.,World Bank Discussion Papers,0259210X,150,,-,1992,,,"This paper analyses the inherent operational defects of centrally controlled hierarchies which are common to both the public and private sectors in Anglo-Saxon corporate architecture and suggests how these defects may be ameliorated. The defects arise from the use of unitary boards which introduce conflicts of interest for directors and reduces both their ability and incentive to improve operational performance. The use of supervisory boards and stakeholder councils to decentralise control, provides a basis for improving the operational performance of directors and their organisation. Also, stakeholder participation provides a way to convert ‘open’ hierarchies into several decentralised ‘closed loop’ information and control systems to improve operating performance. Practical examples are found in Japanese keiretsu firms, the employee/consumer co-operatives found around the town of Mondragón in Spain and in the governance of the Australian Aboriginal and Torres Strait Islander Commission. This paper considers the opportunities for public and private sector organisations using Anglo-Saxon corporate architecture to improve their performance, social accountability and competitiveness by introducing stakeholder governance. © 1993, lOS B.Y.",,,
,cooperatives as instruments of rural development - the case of india,Hatti N.; Rundquist F.-M.,Journal fur Entwicklungspolitik,2582384,9,4,383-397,1993,,,"Reviews the overall performance of four rural finance institutions (RFIs) operating in three developing countries: the Badan Kredit Kecamatan and the Bank Rakyat Indonesia Unit Desa in Indonesia, the Bank for Agriculture and Agricultural Cooperatives in Thailand, and Grameen Bank in Bangladesh. This paper defines two prime criteria for RFI success: self-sustainability and the level of outreach achieved with the targeted population. The four programs have many features in common. All four RFIs have applied positive interest rates. All four RFIs have offered some savings services. Notable differences among the RFIs also exist. The four RFIs reviewed can be classified in two distinct groups based on average loan and deposit size, and also with respect to the targeted clientele. Hence the level of outreach achieved has differed among RFIs, as has the level of women's participation. The data indicate an extremely wide range of RFI performance in terms of administrative costs measured against the RFI's outstanding loan portfolio. -from Author",,,
,self and sacrifice: an investigation of small boat fisher individualism and its implication for producer cooperatives,Jentoft S.; Davis A.,Human Organization,187259,52,4,356-367,1993,,,"In India, and elsewhere, cooperative organisations have been extensively used by the State as a tool for promoting rural transformation. Generally, these organisations have not been particularly successful. A major reason for the failure of cooperatives has been the inability of the State to create an environment conducive for people to cooperate. The paper argues that for rural development organisations in general, and cooperatives in particular to be successful, the State must actively change the environment in a direction which would enable the organisations to function in social as well as economic terms. -from Authors",,10.17730/humo.52.4.4650487532761447,
,managing the linkage with primary producers: experiences in the australian grain industry,Nitschke T.; O’Keefe M.,Supply Chain Management: An International Journal,13598546,2,1,4-6,1997,,,"Small boat fishers have often been characterized as uncooperative individualists resistant to forming and sustaining representative organizations. This essay argues that small boat fishers are a heterogeneous group expressive of divergent and often conflicting ideologies and behaviors. We contend that the character and play of these differences impact directly upon the dynamics in and outcomes for representative organizations such as producer cooperatives. The essay examines aspects of small boat captains' engagement with and attitudes towards an eastern Nova Scotia producer cooperative. The notions ""rugged individualism' and ""utilitarian individualism' are employed in an effort to conceptualize and analyze small boat fisher ideological and behavioral heterogeneity and its potential meanings for the success or failure of representative forms of organization. -Authors",,10.1108/13598549710156295,Agriculture; Australia; Co operative marketing; Partnering; Trust
,the migration and re-settlement process of a clan group in korea: a case-study of the chonju ryu clan villagers,Lee H.-S.,Human Geography,187216,49,3,201-221,1997,,,"Considers the challenge facing an agricultural co operative operating in a commodity market but seeking ways of adding value both to the output of its members and to the services it offers to its members and its customers. Highlights the importance of trust and the value of developing close working relationships over time, in order to communicate the need for radical change in strategic focus and implement an effective change management programme. © 1997, MCB UP Limited",,10.4200/jjhg1948.49.201,adaptive strategy; clan identity; clan village; migration; South Korea
,china's rural shareholding cooperatives as a form of multi-stakeholder cooperation,Clegg J.,Journal of Rural Cooperation,3777480,24,2,119-142,1996,,,"Since the 1970s dam construction in the rural areas of South Korea has formed a major part of government works. This has contributed greatly to the control of water resources, but has also resulted in many involuntary or forced migrations of people from inundated areas. In many studies of the villages lost to dam construction, whether undertaken by geographers, cultural anthropologists, or folklorists, the central concern has been on the ethnology of the former settlement and on the pattern of removal. Other important aspects such as the process of re-settlement, adaption and acculturation of the migrants to their new homes have so far tended to be overlooked. This paper explores the re-settlement process, adaptive strategies, and acculturation of a migrant clan in South Korea. Steward's (1955) cultural core model is applied with respect to the adaptation of migrants to their new communities. The study area is the village of Ilsun-ri in Heapyung-myun, Sunsan County, Kyungpook Province. This village was occupied by migrants from the Chonju Ryu clan in 1987, with most of them coming from several clan villages which were lost in the course of construction of the Imha Dam. Particular attention was paid in this study to villagers from Musil, a native place of the Chonju Ryu clan. Fieldwork took the form of participant observation during January and February, 1991. At that time there were 66 households in Ilsun-ri, and the population was 192. In Section II the cognative structure of the villagers is outlined, followed in Sections III-IV by an examination of villagers occupations, customs, and their adaptive mechanism to their new environment. The main features of this adaptation process can be summarized as follows: These migrants made a collective decision to move in the hope that cultural shock would be lessened and the homogeneity of the clan would be maintained. Since the family heads were mostly middle-aged, and ranked in economic terms in the 'middle-class', the group adapted well to their new milieux. Before migration the Chonju Ryu villagers depended on subsistence agriculture, using manual labour and farm animals, for their livelihood. After migration, the villagers had to cope with many changes in agricultural environment, including climate and quality of arable land. They were also introduced to farm mechanization and improved methods of transportation. It was therefore necessary to switch to production of commercial crops in order for them to remain economically self-reliant. Accordingly, the traditional pattern of labour exchange transformed into one of functional cooperation. Also, some villagers became free to seek employment at the nearby Kumi industrial complex. As a result, the life style of the villagers has become more varied after the migration. Despite these changes, the villagers were able to maintain their traditional ancestral worship practices and Confucian value system. For example, the villagers brought with them symbolic buildings and structures, such as Chongga, Sadang, and Chongja, to set up in the new village. These structures were re-erected in the same spatial arrangement as in the old village, giving full regard to the geomantic traditions of Pung-su and their positions relative to the surrounding mountains and rivers. All this can be viewed as a kind of defensive reaction to new external influences and surrounds, but it is also clear that a necessary part of the villagers adaptive strategy was affirmation of their common ancestral heritage. Finally, it is clear that while the migrants accommodated rapidly the new agricultural technologies and methods of cooperative organization, they maintained many cultural factors related to clan identity. Although the former spirit of cooperation and internal cohesion outwardly appears to have weakened in the village, the migrants have displayed an adaptive mechanism of selective acceptance of new things, while preserving much that reflects the clans identity. These conclusions suggest the Steward cultural core model, which presumes complete acculturation takes place over time, does not fit precisely with the situation described here. © 1997, The Human Geographical Society of Japan. All rights reserved.",,,
,thy neighbor's keeper: the design of a credit cooperative with theory and a test,Banerjee A.V.; Besley T.; Guinnane T.W.,Quarterly Journal of Economics,335533,109,2,491-515,1994,,,"Township and village enterprises (TVEs) are the fastest growing sector of China's economy. Their development has been shaped by their close ties with local governments and communities. However, as marketization processes dissolve these links, the increasing competitive pressures of the 1990s make the search for new forms of enterprise organization a priority. The shareholding cooperative system (SCS) has been proposed as a method of strengthening enterprise autonomy whilst preserving the predominance of public ownership, and of improving enterprise efficiency by tying performance to profitabilty whilst maintaining some principles of equity. In practice, the new opportunities opened up by reform are often monopolized by those already in positions of wealth and power: local governments and individual entrepreneurs. But workers and local farmers may also become more directly involved in enterprise ownership, gaining a greater say in decision-making. In these cases, the SCS resembles a multi-stakeholder cooperative in which workers, managers, local governments and local farmers negotiate around their stakes in the future of the enterprise.",,10.2307/2118471,
