authors,title,source_title,issn,doi,year,base,journal_title,h_index,avaliador,situacao
"Huang, ZH; Wu, B; Xu, XC; Liang, Q",situation features and governance structure of farmer cooperatives in china does initial situation matter,social science journal,3623319,10.1016/j.soscij.2015.09.003,2016,wos,Social Science Journal,45,Ricardo,
"Apitzsch, B; Ruiner, C",genossenschaften von soloselbststandigen als neue arbeitsmarktorganisationen,zeitschrift fur soziologie,3401804,10.1515/zfsoz-2022-0002,2022,wos,Zeitschrift fur Soziologie,36,Ricardo,
"Yu, LY; Nilsson, J",farmers assessments of their cooperatives in economic social and environmental terms an investigation in fujian china,frontiers in environmental science,NA,10.3389/fenvs.2021.668361,2021,wos,NA,NA,Ricardo,
"Manley, J; Aiken, M",a socioeconomic system for affect dreaming of cooperative relationships and affect in bermuda preston and mondragon,organisational and social dynamics,14742780,NA,2020,wos,Organisational and Social Dynamics,2,Ricardo,
"Albu, OB",making a difference the performative role of values in the constitution of organizations,management,12864692,NA,2018,wos,Management (France),29,Ricardo,
"Koremenos, B",leadership and bureaucracy  the folk theorem and real folks,rationality and society,10434631,10.1177/1043463105046696,2005,wos,Rationality and Society,50,Ricardo,
"Aris, NA; Othman, R; Chik, WMYW; Rahman, SA",creating a culture of sustainability using mission statements of cooperative organizations,environment-behaviour proceedings journal,23984287,10.21834/e-bpj.v1i1.237,2016,wos,NA,NA,Ricardo,
"Kobila, MT",tension in the culture of a worker cooperative contributions and learning,saberes,18524184,NA,2022,wos,NA,NA,Ricardo,
"Nunes, ADP; da Silva, DJC; Johann, DA; Scherer, N",cooperatives and the management model under the academic prism a bibliometric study of the last decade,navus-revista de gestao e tecnologia,22374558,10.22279/navus.2020.v10.p01-14.971,2020,wos,NA,not,Ricardo,
"Liang, Q; Xu, YN; Wang, XX; Jin, SQ",a driver or a placebo the role of financial support in farmer cooperative development in china,china agricultural economic review,1756137X,10.1108/CAER-04-2020-0070,2021,wos,China Agricultural Economic Review,33,Ricardo,
"Liu, ZQ; Wang, KY; Wang, SF; Yang, F; Zhang, XD",a saasbased logistics informatization model for specialized farmers cooperatives in china,"computer and computing technologies in agriculture iv, pt 3",18684238,NA,2011,wos,IFIP Advances in Information and Communication Technology,60,Ricardo,
"Chen, XK; Lin, DC; Chen, X; Tan, X",analysis on the management problems and development countermeasures of farmers cooperatives in dujiangyan city,"proceedings of the 2016 international conference on contemporary education, social sciences and humanities",23525398,NA,2016,wos,NA,NA,Ricardo,
"Vardanyan, M; Lennaerts, T; Schultz, A; Harutyunyan, L; Tonoyan, V",towards integrated water resources management in armenia,"sustainable development and planning ii, vols 1 and 2",1746448X,NA,2005,wos,NA,NA,Ricardo,
"Ivanka, EP; Sembiring, J",success factors of bangkit bersama cooperative organization for community empowerment based on schmuck theory,"proceedings of the 2nd international conference on accounting, management, and economics 2017 (icame 2017)",23525428,NA,2017,wos,NA,NA,Ricardo,
"Zhou, JH; Yan, Z; Li, K",understanding farmer cooperatives selfinspection behavior to guarantee agriproduct safety in china,food control,9567135,10.1016/j.foodcont.2015.05.035,2016,wos,Food Control,149,Ricardo,
"Ye, SQ; Sun, L",the construction and the application of incentives model theory for cooperatives agents,"proceedings of the 2017 international conference on management, education and social science (icmess 2017)",23525398,NA,2017,wos,NA,NA,Ricardo,
"Jagd, S",pragmatic sociology and competing orders of worth in organizations,european journal of social theory,13684310,10.1177/1368431011412349,2011,wos,European Journal of Social Theory,68,Ricardo,
"Connor, JM",antitrust developments in food and pharma,"annual review of resource economics, vol 7",19411340,10.1146/annurev-resource-100814-124934,2015,wos,Annual Review of Resource Economics,46,Ricardo,
"Karabagias, IK; Louppis, AP; Badeka, A; Papastephanou, C; Kontominas, MG",nutritional aspects and botanical origin recognition of mediterranean honeys based on the mineral imprint with the application of supervised and nonsupervised statistical techniques,european food research and technology,14382377,10.1007/s00217-019-03306-z,2019,wos,European Food Research and Technology,116,Ricardo,
"Zhang, CH; Benjamin, WA; Wang, M",the contribution of cooperative irrigation scheme to poverty reduction in tanzania,journal of integrative agriculture,20953119,10.1016/S2095-3119(21)63634-1,2021,wos,Journal of Integrative Agriculture,69,Ricardo,
"Alekseeva, NV; Ivanov, EA; Kornilova, LM",methodical questions of quantitative assessment of property risk of the enterprise,education excellence and innovation management through vision 2020,NA,NA,2019,wos,NA,NA,Ricardo,
"Lechner, WR",seed multiplication and distribution through a farmers cooperative in namibia,alternative strategies for smallholder seed supply,NA,NA,1997,wos,NA,NA,Ricardo,
"STANLEY, DL",communal forest management  the honduran resin tappers,development and change,0012155X,10.1111/j.1467-7660.1991.tb00433.x,1991,wos,Development and Change,101,Ricardo,
"Holloway, G; Nicholson, C; Delgado, C; Staal, S; Ehui, S",agroindustrialization through institutional innovation  transaction costs cooperatives and milkmarket development in the eastafrican highlands,agricultural economics,1695150,10.1111/j.1574-0862.2000.tb00279.x,2000,wos,Agricultural Economics (United Kingdom),96,Ricardo,
"Yang, H; Klerkx, L; Leeuwis, C",functions and limitations of farmer cooperatives as innovation intermediaries findings from china,agricultural systems,0308521X,10.1016/j.agsy.2014.02.005,2014,wos,Agricultural Systems,126,Ricardo,
"D'Amato, A; Festa, G; Dhir, A; Rossi, M",cooperatives performance relative to investorowned firms a nondistorted approach for the wine sector,british food journal,0007070X,10.1108/BFJ-03-2021-0275,2022,wos,British Food Journal,94,Ricardo,
"dos Santos, LF; Ferreira, MAM; de Campos, APT",performance barriers and public policies analysis of family farming cooperatives,cadernos gestao publica e cidadania,18062261,10.12660/cgpc.v24n77.73030,2019,wos,NA,not,Ricardo,
"Adamo, S; Giaccari, F; Fasiello, R",the cooperative as a form of everevolving enterprise two cases of communitybased cooperative in puglia,future of entrepreneurship,NA,NA,2014,wos,NA,NA,Ricardo,
"Bjergkilde, D; Stenner, P",producing and managing continuous change in an educational context liminal affective technologies and leadership,subjectivity,17556341,10.1057/s41286-021-00115-2,2021,wos,Subjectivity,14,Ricardo,
"Rahmadani, E; Febriamansyah, R; Syarfi, IW; Yonariza",study of communication in the social interaction between cooperative members and internal elements of the rubber cooperative in riau province indonesia,2nd international conference on sustainable agriculture for rural development 2020,17551307,10.1088/1755-1315/653/1/012044,2021,wos,IOP Conference Series: Earth and Environmental Science,41,Ricardo,
"Ahsan, DA",farmers motivations risk perceptions and risk management strategies in a developing economy bangladesh experience,journal of risk research,13669877,10.1080/13669877.2010.541558,2011,wos,Journal of Risk Research,74,Ricardo,
"Heras-Saizarbitoria, I",the ties that bind exploring the basic principles of workerowned organizations in practice,organization,13505084,10.1177/1350508414537623,2014,wos,Organization,110,Ricardo,
"Sutrisno; Prameka, AS; Wardani, SI; Wahyuni, F",developing best practice in the education of cooperative members,first international research conference on economics and business (irceb),2518668X,10.18502/kss.v3i3.1890,2018,wos,NA,NA,Ricardo,
"Liu, T",countermeasures of the development of cooperatives under the background of building central plains economic zone in china,proceedings of the thirteenth international symposium - management science & engineering (2014),NA,NA,2014,wos,NA,NA,Ricardo,
"Parmar, PS; Desai, TN",ranking the solutions of sustainable lean six sigma implementation in indian manufacturing organization to overcome its barriers,international journal of sustainable engineering,19397038,10.1080/19397038.2020.1813834,2021,wos,International Journal of Sustainable Engineering,37,Ricardo,
"Ratinger, T; Bosková, I",strategies and effects of milk producers organisations in the czech republic,agricultural economics-zemedelska ekonomika,0139570X,10.17221/66/2012-AGRICECON,2013,wos,Agricultural Economics (Czech Republic),29,Ricardo,
"Jun, L; Feng, W",study on the system of chinese occupational tobacco farmer classification evaluation and application,"proceedings of the 2015 3rd international conference on management science, education technology, arts, social science and economics (msetasse 2015)",23525398,NA,2015,wos,NA,NA,Ricardo,
"Suh, J",an institutional and policy framework to foster integrated riceduck farming in asian developing countries,international journal of agricultural sustainability,14735903,10.1080/14735903.2014.975480,2015,wos,International Journal of Agricultural Sustainability,47,Ricardo,
"Lopulisa, C; Rismaneswati; Ramlan, A; Suryani, I",the emerging roles of agricultural insurance and farmers cooperatives on sustainable rice productions in indonesia,1st international conference on food security and sustainable agriculture in the tropics (ic-fssat),17551307,10.1088/1755-1315/157/1/012070,2018,wos,IOP Conference Series: Earth and Environmental Science,41,Ricardo,
"Chan, KW; Flynn, A",food production standards and the chinese local state exploring new patterns of environmental governance in the bamboo shoot industry in linan,china quarterly,3057410,10.1017/S0305741018000802,2018,wos,China Quarterly,94,Ricardo,
"Bennett, A; Basurto, X",local institutional responses to global market pressures the sea cucumber trade in yucatan mexico,world development,0305750X,10.1016/j.worlddev.2017.09.006,2018,wos,World Development,206,Ricardo,
"Xie, FT; Kang, XL; Du, J; Liu, XJ; Zhu, SB",labor offfarm employment and household forest management investment in jiangxi china a perspective from gender influence of rural labor,natural resource modeling,8908575,10.1111/nrm.12246,2020,wos,Natural Resource Modelling,34,Ricardo,
"Schöll, K; Markemann, A; Zárate, AV",the influence of intervention projects on pig production marketing groups in vietnam,1st international conference on asian highland natural resources management (asiahiland) and 2nd idrc-searca upland fellowship and conference,22107843,10.1016/j.aaspro.2015.08.017,2015,wos,NA,NA,Ricardo,
"Ocran, VK",the role of seed growers associations in seed production and marketing in africa,alternative strategies for smallholder seed supply,NA,NA,1997,wos,NA,NA,Ricardo,
"Lupenko, I; Zhuk, V",land market and a villagekeeping model of the agrarian system of ukraine,common agricultural policy of the european union - the present and the future. non-eu member states point of view,NA,10.30858/pw/9788376587448.2,2018,wos,NA,NA,Ricardo,
"Moreira, IRJ; de Freitas, AF; de Freitas, AF; Miranda, RCC; Alves, A",roles and challenges of family farming cooperatives in the process of implementing the national school feeding program pnae in cities in minas gerais brazil,espacio abierto,13150006,NA,2021,wos,NA,NA,Ricardo,
"Ngarawula, B; Syamsuri; Kurniawan, ZH; Pangalila, T",analysis of financial planning policy on credit union based on cipp evaluation model context input process product,proceedings of the 1st international conference on social sciences (icss 2018),23525398,NA,2018,wos,NA,NA,Ricardo,
"Hernández-Espallardo, M; Arcas-Lario, N; Marcos-Matás, G",farmers satisfaction and intention to continue membership in agricultural marketing cooperatives neoclassical versus transaction cost considerations,european review of agricultural economics,1651587,10.1093/erae/jbs024,2013,wos,European Review of Agricultural Economics,70,Ricardo,
"Bierecki, D",legal status and development trends of credit unions in polish law and its compliance with the woccu standards and the international cooperative principles,boletin de la asociacion internacional de derecho cooperativo-international association of cooperative law journal,1134993X,10.18543/baidc-56-2020pp19-45,2020,wos,Boletin de la Asociacion Internacional de Derecho Cooperativo,7,Ricardo,
"Petarly, RR",nacional policy on school food observation on access to public policy in a cooperative of family agriculture in minas gerais,humanidades & inovacao,23588322,NA,2022,wos,NA,NA,Ricardo,
"Borovik, SV; Dobrycheva, IV; Trifonov, VA",operationof consumer credit unions under directives of the bank of russia,international scientific and practical conference contemporary issues of economic development of russia: challenges and opportunities,23571330,10.15405/epsbs.2019.04.33,2019,wos,NA,NA,Ricardo,
"Besky, S",agricultural justice abnormal justice an analysis of fair trades plantation problem,antipode,664812,10.1111/anti.12159,2015,wos,Antipode,115,Ricardo,
"Han, HY; Zhao, LG",issues on management transfer over irrigation infrastructure in china,"proceedings of 2007 international conference on public administration (3rd), vol ii",NA,NA,2007,wos,NA,NA,Ricardo,
"Hendrikse, GWJ; Veerman, CP",marketing cooperatives an incomplete contracting perspective,journal of agricultural economics,0021857X,NA,2001,wos,Journal of Agricultural Economics,70,Ricardo,
"Yilmaz, H; Kart, ÇÖ",analysis of determining the leadership approach and factors influencing managerial perceptions of the agricultural organizations president an empirical exploration,cuadernos de desarrollo rural,1221450,10.11144/Javeriana.cdr15-81.adla,2018,wos,Cuadernos de Desarrollo Rural,12,Ricardo,
"Méndez, VE; Bacon, CM; Olson, M; Petchers, S; Herrador, D; Carranza, C; Trujillo, L; Guadarrama-Zugasti, C; Cordón, A; Mendoza, A",effects of fair trade and organic certifications on smallscale coffee farmer households in central america and mexico,renewable agriculture and food systems,17421705,10.1017/S1742170510000268,2010,wos,Renewable Agriculture and Food Systems,64,Ricardo,
"Gámez, M; López, I; Rodríguez, C; Varga, Z; Garay, J",gametheoretical model for marketing cooperative in fisheries,applied mathematics and computation,963003,10.1016/j.amc.2018.02.017,2018,wos,Applied Mathematics and Computation,166,Ricardo,
"Teye, JK; Nikoi, E",political settlements and the management of cocoa value chain in ghana,journal of asian and african studies,219096,10.1177/00219096221079326,2023,wos,Journal of Asian and African Studies,30,Ricardo,
"Li, KL; van Rijn, J",credit union and bank subprime lending in the great recession,review of corporate finance studies,20469128,10.1093/rcfs/cfac020,2022,wos,Review of Corporate Finance Studies,22,Ricardo,
"Chlebicka, A; Pietrzak, M",size of membership and survival patterns of producers organizations in agriculturesocial aspects based on evidence from poland,sustainability,NA,10.3390/su10072293,2018,wos,NA,136,Ricardo,
"Rabbinge, R",the future role of agriculture,towards an agenda for agricultural research in europe,NA,NA,2000,wos,NA,NA,Ricardo,
"Niles, MT; Wagner, CH",farmers share their perspectives on california water management and the sustainable groundwater management act,california agriculture,80845,10.3733/ca.2017a0040,2018,wos,California Agriculture,29,Ricardo,
"Méndez, VE; Bacon, CM; Olson, M; Morris, KS; Shattuck, A",agrobiodiversity and shade coffee smallholder livelihoods a review and synthesis of ten years of research in central america,professional geographer,330124,10.1080/00330124.2010.483638,2010,wos,Professional Geographer,85,Ricardo,
"Hoffmann, JA",organic is more of an american termwe are traditional farmers discourses of placebased organic farming community heritage and sustainability,environmental communication-a journal of nature and culture,17524032,10.1080/17524032.2018.1486333,2018,wos,Environmental Communication,44,Ricardo,
"Golovina, S; Nilsson, J",learning to be a member russian agricultural producers view on supply and marketing cooperatives,"economic science for rural development: primary and secondary production, consumption",16913078,NA,2009,wos,NA,NA,Ricardo,
"van Gastel, AJG; Bishaw, Z; Asiedu, E",the role of international agricultural research centers in supporting the seed sector,alternative strategies for smallholder seed supply,NA,NA,1997,wos,NA,NA,Ricardo,
"Bjorkhaug, H; Vik, J; Richards, C",the chicken game  organization and integration in the norwegian agrifood sector,transforming the rural: global processes and local futures,NA,10.1108/S1057-192220170000024003,2017,wos,NA,NA,Ricardo,
"Ye, QW; Li, T; Song, GX",on the business model of modern rural commodity circulation network in the perspective of ebusiness,"ieee: 2009 international conference on e-learning, e-business, enterprise information systems and e-government",NA,10.1109/EEEE.2009.54,2009,wos,NA,NA,Ricardo,
"Mayor, L; Lindner, LF; Knöbl, CF; Ramalho, A; Berruto, R; Sanna, F; Rossi, D; Tomao, C; Goodburn, B; Avila, C; Leijdens, M; Stollewerk, K; Bregler, M; Koidis, C; Morin, A; Milicic, V; Fadini, G; Lazaro-Mojica, J; Busato, P",skill needs for sustainable agrifood and forestry sectors i assessment through european and national focus groups,sustainability,NA,10.3390/su14159607,2022,wos,NA,136,Ricardo,
"Zhang, F; Su, S",a comparative study on the usage intention of social network service sns in korea and china,"science, technology and humanities for business and economic sustainability, 2015 international conference on business and economics (icbe2015)",NA,NA,2015,wos,NA,NA,Ricardo,
"Al-Zyoud, H; Ordonez-Ponce, E",covid19 and credit unions csr approaches to navigating the pandemic,business and society review,453609,10.1111/basr.12267,2022,wos,Business and Society Review,26,Ricardo,
"Theodoro, R; Bonacim, CAG; Costa, DRD",identifying discretionary actions taken by managers in credit unions an application of benfords law,contabilidade gestao e governanca,19843925,10.51341/1984-39252021v24n3a5,2021,wos,NA,not,Ricardo,
"Lu, WZ; Lee, ZR",generic authority structures and the emergence of credit unions evidence from indigenous communities in taiwan,revue francaise de sociologie,352969,NA,2022,wos,Revue Francaise de Sociologie,35,Ricardo,
"Kuc, M; Teply, P",a rollercoaster ride of czech credit unions,"16th annual conference on finance and accounting, acfa prague 2015",22125671,10.1016/S2212-5671(15)00734-0,2015,wos,NA,NA,Ricardo,
"Mazure, G",performance of international credit unions movement,new dimensions in the development of society marketing and sustainable consumption finance and taxes,16913078,NA,2016,wos,NA,NA,Ricardo,
"McKillop, DG; Glass, JC; Ward, AM",cost efficiency environmental influences and uk credit unions 1991 to 2001,managerial finance,3074358,10.1108/03074350510769974,2005,wos,Managerial Finance,45,Ricardo,
"Precoppe, M; Nagle, M; Janjai, S; Mahayothee, B; Müller, J",analysis of dryer performance for the improvement of smallscale litchi processing,international journal of food science and technology,9505423,10.1111/j.1365-2621.2010.02522.x,2011,wos,International Journal of Food Science and Technology,110,Ricardo,
"L'Esperance, M",nudging credit union members to check their credit evidence from a field experiment,journal of behavioral and experimental finance,22146350,10.1016/j.jbef.2022.100775,2023,wos,Journal of Behavioral and Experimental Finance,31,Ricardo,
"dos Santos, RR; dos Santos, JF",elements of scientific publications on credit cooperatives in the main national from 2006 to 2018,revista administracao em dialogo,21780080,10.23925/2178-0080.2020v22i1.41026,2020,wos,NA,NA,Ricardo,
"Dubauskas, G",aspects of the financial sector management an evolution of credit unions,7th international scientific conference business and management 2012,20294441,10.3846/bm.2012.0047,2012,wos,NA,NA,Ricardo,
"Dantas, JA; Borges, MAB; Fernandes, BVR",earnings management in credit unions in brazil,revista ambiente contabil,21769036,NA,2018,wos,NA,NA,Ricardo,
"Nalami, ZM; Olayiwola, SA; Beli, SA",profitability analysis of poultry layers production in three selected local government areas of kano state  nigeria,scientific papers-series management economic engineering in agriculture and rural development,22847995,NA,2019,wos,NA,NA,Ricardo,
"Lu, WL; Swisher, J",a comparison of bank and credit union growth around the financial crisis,american journal of business,1935519X,10.1108/AJB-03-2019-0017,2020,wos,NA,NA,Ricardo,
"Cuong, HV; Luu, HN; Nguyen, LQT; Chu, VT",income structure diversification strategy and owners benefit in cooperative financial institutions,international journal of managerial finance,17439132,10.1108/IJMF-11-2018-0346,2020,wos,International Journal of Managerial Finance,30,Ricardo,
"Huscher, PF; Moreira, VR; Silva, RA",rating for assessment of credit unions an application of the pearls model,revista de gestao financas e contabilidade,22385320,10.18028/rgfc.v10i2.9534,2020,wos,NA,10,Ricardo,
"van Rijn, J; Zeng, SW; Hellman, P",financial institution objectives and auto loan pricing evidence from the survey of consumer finances,journal of consumer affairs,220078,10.1111/joca.12392,2021,wos,Journal of Consumer Affairs,70,Ricardo,
"Hessou, H; Lai, VS",basel iii capital buffers and canadian credit unions lending impact of the credit cycle and the business cycle,international review of financial analysis,10575219,10.1016/j.irfa.2018.01.009,2018,wos,International Review of Financial Analysis,79,Ricardo,
"Pínheiro, CDD; Silva, LC; Matlaba, VJ; Giannini, TC",agribusiness and environmental conservation in tropical forests in the eastern amazon,sustainable production and consumption,23525509,10.1016/j.spc.2022.08.015,2022,wos,Sustainable Production and Consumption,60,Ricardo,
"Stræte, EP; Hansen, BG; Ystad, E; Kvam, GT",social integration mechanisms to strengthen absorptive capacity in agricultural advisory service organisations,journal of agricultural education & extension,1389224X,10.1080/1389224X.2022.2117214,2023,wos,Journal of Agricultural Education and Extension,33,Ricardo,
"THOMAS, IC; BALLOCH, S",credit unions and localgovernment  the role of metropolitan authorities,local government studies,3003930,10.1080/03003939208433628,1992,wos,Local Government Studies,50,Ricardo,
"Naaman, C; Magnan, M; Hammami, A; Yao, L",credit unions vs commercial banks who takes more risk,research in international business and finance,2755319,10.1016/j.ribaf.2020.101340,2021,wos,Research in International Business and Finance,63,Ricardo,
"Feng, L; Hendrikse, GWJ",chain interdependencies measurement problems and efficient governance structure cooperatives versus publicly listed firms,european review of agricultural economics,1651587,10.1093/erae/jbr007,2012,wos,European Review of Agricultural Economics,70,Ricardo,
"Roe, E; Higgin, M",the presence of animal welfarefriendly bodies an organised or disorganised achievement in the food supply chain,ethics and the politics of food,NA,NA,2006,wos,NA,NA,Ricardo,
"Roncoli, C; Kirshen, P; Etkin, D; Sanon, M; Somé, L; Dembélé, Y; Sanfo, BJ; Zoungrana, J; Hoogenboom, G",from management to negotiation technical and institutional innovations for integrated water resource management in the upper comoe river basin burkina faso,environmental management,0364152X,10.1007/s00267-009-9349-x,2009,wos,Environmental Management,135,Ricardo,
"Bressan, VGF; de Souza, DC; Bressan, AA",income smoothing a study of the health sectors credit unions,rbgn-revista brasileira de gestao de negocios,18064892,10.7819/rbgn.v0i0.2617,2017,wos,Revista Brasileira de Gestao de Negocios,17,Ricardo,
"Zinnanti, C; Coletta, A; Torrigiani, M; Severini, S",simulating risk management strategies for specialized farming systems the potential impact of the eu income stabilization tool,agricultural finance review,21466,10.1108/AFR-11-2021-0146,2023,wos,Agricultural Finance Review,31,Ricardo,
"Sumarwan, A; Luke, B; Furneaux, C",putting members in the centre examining credit union accountability as memberbased social enterprises,qualitative research in accounting and management,11766093,10.1108/QRAM-11-2019-0126,2021,wos,Qualitative Research in Accounting and Management,33,Ricardo,
"dos Santos, RR; Callado, ALC; dos Santos, JF",organizational slack profitability and characteristics of northeastern credit unions,revista ciencias administrativas,14140896,10.5020/2318-0722.2020.26.2.8143,2020,wos,NA,not,Ricardo,
"Dal Magro, CB; da Cunha, PR",red flags in detecting credit cooperative fraud the perceptions of internal auditors,rbgn-revista brasileira de gestao de negocios,18064892,10.7819/rbgn.v19i65.2918,2017,wos,Revista Brasileira de Gestao de Negocios,17,Ricardo,
"Culp, K",banks v credit unions the turf struggle for consumers,business lawyer,76899,NA,1997,wos,Business Lawyer,22,Ricardo,
"Alimbudiono, RS",soft loan program for credit union a fruitful or a useless program,proceedings of the 15th international symposium on management (insyma 2018),23525398,NA,2018,wos,NA,NA,Ricardo,
"Maleko, D; Msalya, G; Mwilawa, A; Pasape, L; Mtei, K",smallholder dairy cattle feeding technologies and practices in tanzania failures successes challenges and prospects for sustainability,international journal of agricultural sustainability,14735903,10.1080/14735903.2018.1440474,2018,wos,International Journal of Agricultural Sustainability,47,Ricardo,
"Chaddad, FR; Boland, M",strategystructure alignment in the world coffee industry the case of cooxupe,review of agricultural economics,10587195,10.1111/j.1467-9353.2009.01459.x,2009,wos,NA,not,Ricardo,
"Nalami, ZM; Ibrahim, M; Usman, SA",the effect of hadejiajamaare river basin development authority on dry season farming in kura local government area of kano state nigeria,scientific papers-series management economic engineering in agriculture and rural development,22847995,NA,2019,wos,NA,NA,Ricardo,
"Sierra-Fernandez, MP; Martinez-Campillo, A; Fernandez-Santos, Y",is the banking activity of spanish credit unions financially efficient looking for a response from the dea methodology 20082013,economic and social development (esd 2018): 28th international scientific conference on economic and social development,18496903,NA,2018,wos,NA,NA,Ricardo,
"Pavlovskaya, M; Borowiak, C; Safri, M; Healy, S; Eletto, R",the place of common bond can credit unions make place for solidarity economy,annals of the american association of geographers,24694452,10.1080/24694452.2019.1685368,2020,wos,Annals of the American Association of Geographers,130,Ricardo,
"Du, K",the impact of multichannel and multiproduct strategies on firms riskreturn performance,decision support systems,1679236,10.1016/j.dss.2018.01.009,2018,wos,Decision Support Systems,170,Ricardo,
"TRIPP, JD; SMITH, SD",unitedstates credit union motivation for involvement in the 1stmortgage market,journal of real estate finance and economics,8955638,10.1007/BF01096969,1993,wos,Journal of Real Estate Finance and Economics,69,Ricardo,
"Roland, G; Letsoalo, S",analysis of worth assessment of information sources of artisanal fish farmers in selected coastal areas of nigeria,international journal of ecosystems and ecology science-ijees,22244980,10.31407/ijees9319,2019,wos,NA,NA,Ricardo,
"Bager, SL; Dudder, B; Henglein, F; Hebert, JM; Wu, HQ",eventbased supply chain network modeling blockchain for good coffee,frontiers in blockchain,26247852,10.3389/fbloc.2022.846783,2022,wos,NA,NA,Ricardo,
"van Rijn, J; Zeng, SW; Hueth, B",do credit unions have distinct objectives evidence from executive compensation structures,annals of public and cooperative economics,13704788,10.1111/apce.12365,2023,wos,Annals of Public and Cooperative Economics,42,Ricardo,
"Bijman, J; Hendrikse, G; Veerman, G",a marketing cooperative as a system of attributes a case study of vtn the greenery international bv,chain management in agribusiness and the food industry,NA,NA,2000,wos,NA,NA,Ricardo,
"Wynne-Jones, S",understanding farmer cooperation exploring practices of social relatedness and emergent affects,journal of rural studies,7430167,10.1016/j.jrurstud.2017.02.012,2017,wos,Journal of Rural Studies,124,Ricardo,
"KEATING, BP; KEATING, MO",an empirical estimation of the degree of expense preference behavior between credit unions by commonbond type,quarterly review of economics and finance,10629769,NA,1992,wos,Quarterly Review of Economics and Finance,60,Ricardo,
"Alhassan, M; Buyukcangaz, H",environmental impacts and sustainability of irrigation schemes in northern ghana a survey for golinga and botanga communities,fresenius environmental bulletin,10184619,NA,2019,wos,NA,44,Ricardo,
"Ajayi, A",factors militating against cooperative societies contributions to housing development in osogbo nigeria,acta structilia,10230564,10.18820/24150487/as29i2.3,2022,wos,NA,NA,Ricardo,
"Batistella, AJ; Behm, EF; Pinheiro, AB; Ransan, D",home office and human behavior during the pandemic evidence from the employees of a credit union,caderno profissional de marketing unimep,NA,NA,2022,wos,NA,NA,Ricardo,
"Pille, P; Paradi, JC",financial performance analysis of ontario canada credit unions an application of dea in the regulatory environment,european journal of operational research,3772217,10.1016/S0377-2217(01)00359-9,2002,wos,European Journal of Operational Research,288,Ricardo,
"Feinberg, RM",the competitive role of credit unions in small local financial services markets,review of economics and statistics,346535,10.1162/00346530152480207,2001,wos,Review of Economics and Statistics,189,Ricardo,
"Ye, LH",research on the perfection strategy of farmers credit evaluation system in rural credit cooperatives,international symposium 2018 - education management and innovation,NA,NA,2018,wos,NA,NA,Ricardo,
"Soe, WPP; Moritaka, M; Fukuda, S",an analysis of the factors influencing marketing channel choice by paddy rice farmers in myanmar,journal of the faculty of agriculture kyushu university,236152,NA,2015,wos,NA,NA,Ricardo,
"Gundogdu, KS; Aslan, STA",effects of irrigation system management turnover on water table depth and salinity of groundwater,journal of environmental biology,2548704,NA,2007,wos,Journal of Environmental Biology,57,Ricardo,
"Martins, P; de Lima, EP; Bortoluzzi, SC; da Costa, SEG",performance assessment of the operations strategy of credit unions,international journal of productivity and performance management,17410401,10.1108/IJPPM-10-2020-0521,2023,wos,International Journal of Productivity and Performance Management,71,Ricardo,
"Otache, I; Echukwu, IJ; Umar, K; Yunusa, A; Audu, S",internal factors affecting the performance of employeebased savings and credit cooperatives evidence from nigeria,journal of enterprising communities-people and places in the global economy,17506204,10.1108/JEC-03-2022-0046,2022,wos,Journal of Enterprising Communities,35,Ricardo,
"Yoo, K",the innovative heritage of the urban industrial mission in the korean religious market a case study of ydpuim,korea journal,233900,NA,2017,wos,Korea Journal,10,Ricardo,
"Matic, B; Serdarusic, H",models of including financially inactive population onto the financial system,interdisciplinary management research iv,NA,NA,2008,wos,NA,NA,Ricardo,
"Serenko, A; Bontis, N",negotiate reciprocate or cooperate the impact of exchange modes on interemployee knowledge sharing,journal of knowledge management,13673270,10.1108/JKM-10-2015-0394,2016,wos,Journal of Knowledge Management,134,Ricardo,
"Korostyshevskaya, E; Chudakov, A",promises for cluster progression russian automotive market outlook,19th international scientific conference globalization and its socio-economic consequences 2019 - sustainability in the global-knowledge economy,22612424,10.1051/shsconf/20207406012,2020,wos,NA,NA,Ricardo,
"Hirsch, S; Mishra, AK; Möhring, N; Finger, R",revisiting firm flexibility and efficiency evidence from the eu dairy processing industry,european review of agricultural economics,1651587,10.1093/erae/jbz003,2020,wos,European Review of Agricultural Economics,70,Ricardo,
"Thomas, B; Vink, N",the development of vegetable enterprises in the presence of transaction costs among farmers in omusati region of namibia an assessment,journal of agriculture and food research,26661543,10.1016/j.jafr.2020.100028,2020,wos,Journal of Agriculture and Food Research,18,Ricardo,
"Zarina, L",microfinance  a financial tool for developing rural areas,"economic science for rural development: finances, taxes, investment and support systems",16913078,NA,2008,wos,NA,NA,Ricardo,
"Sutar, G; Arrawatia, R; Dhalmahapatra, K; Garg, A; Kumar, D",performance assessment of dairy cooperative societies dcss an ahp based composite index approach,annals of operations research,2545330,10.1007/s10479-022-04916-9,2023,wos,Annals of Operations Research,118,Ricardo,
"Leal, C; Marques, C; Marques, C; Braga, E",internal communication intellectual capital and job satisfaction a structural model applied to a credit union,proceedings of the 7th european conference on intellectual capital (ecic 2015),20490933,NA,2015,wos,NA,NA,Ricardo,
