authors,title,source_title,issn,doi,year,base
Stanley D.L.,communal forest management the honduran resin tappers,Development and Change,0012155X,10.1111/j.1467-7660.1991.tb00433.x,1991,scopus
Jenster P.V.; Overstreet Jr. G.A.,planning for a nonprofit service a study of us credit unions,Long Range Planning,00246301,10.1016/0024-6301(90)90205-I,1990,scopus
Patel K.A.,women the providers of food security in lesotho,African Urban Quarterly,07476108,,1990,scopus
Braverman A.; Guasch J.L.; Huppi M.; Pohlmeier L.,promoting rural cooperatives in developing countries the case of subsaharan africa,World Bank Discussion Papers,0259210X,,1991,scopus
Rosa F.,cooperation in italy the transition from solidarity to agribusiness,Journal of Rural Cooperation,03777480,,1991,scopus
BENHAM L.; KEEFER P.,voting in firms the role of agenda control size and voter homogeneity,Economic Inquiry,00952583,10.1111/j.1465-7295.1991.tb00856.x,1991,scopus
Guess G.M.,poverty and profit in central american forest policies,Public Administration and Development,02712075,10.1002/pad.4230110605,1991,scopus
Walker J.,diagnosis and implementation how a large cooperative employed a series of proposals for restructuring based upon the viable systems model,Systems Practice,15739295,10.1007/BF01064154,1990,scopus
Abell P.,supporting industrial cooperatives in developing countries some tanzanian experiences,Economic and Industrial Democracy,0143831X,10.1177/0143831X9001100403,1990,scopus
Mahalingam S.,cooperative approach for effective marketing distribution and post harvest handlings  a case study,Journal of Rural Development (Hyderabad),,,1990,scopus
Machethe C.L.,factors contributing to poor performance of agricultural cooperatives in less developed areas,Agrekon,03031853,10.1080/03031853.1990.9525116,1990,scopus
George A.,prospects for liberalizing japans rice market,Pacific Review,09512748,10.1080/09512749008718887,1990,scopus
Adekoya A.,management training programme in extension supervision and management in nigeria,Tropical Agriculture,00413216,,1990,scopus
Turowski J.,rural cooperatives in the postcommunist states the polish example,Journal of Rural Cooperation,03777480,,1991,scopus
EI-Fouly M.M.; El-Baz F.K.,experiences and future of soil testing and plant analysis services in egypt,Communications in Soil Science and Plant Analysis,00103624,10.1080/00103629009368337,1990,scopus
Rajagopal,agricultural marketing system in northeastern states,Journal of Rural Development (Hyderabad),,,1990,scopus
Huppi M.; Feder G.,the role of groups and credit cooperatives in rural lending,World Bank Research Observer,02573032,10.1093/wbro/5.2.187,1990,scopus
"Iliopoulos, C; Valentinov, V",cooperative governance under increasing member diversity towards a new theoretical framework,SCANDINAVIAN JOURNAL OF MANAGEMENT,09565221,10.1016/j.scaman.2021.101192,2022,wos
"De Gregori, R; Flores, SAM",risk management and cost management in the agricultural cooperatives of rio grande do sul  rs,CUSTOS E AGRONEGOCIO,18082882,NA,2011,wos
"Nesetrilová, H; Rímovská, P",on decision making process in agricultural cooperatives,AGRARIAN PERSPECTIVES,NA,NA,2011,wos
"Xie, JX; Wei, JC",coordinating advertising and pricing in a manufacturerretailer channel,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,03772217,10.1016/j.ejor.2008.07.014,2009,wos
"Pakawanich, P; Udomsakdigool, A; Khompatraporn, C",robust production allocation model for an agricultural cooperative with yield uncertainty and similar revenue constraints,COMPUTERS AND ELECTRONICS IN AGRICULTURE,01681699,10.1016/j.compag.2019.105090,2020,wos
"López, AR; Antonio, JMA; Rodríguez, GS",accounting reform of agricultural cooperatives a boost to improve efficiency of accounting system of financial information,AFRICAN JOURNAL OF AGRICULTURAL RESEARCH,1991637X,10.5897/AJAR11.495,2011,wos
"Wollni, M; Fischer, E",member deliveries in collective marketing relationships evidence from coffee cooperatives in costa rica,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,01651587,10.1093/erae/jbu023,2015,wos
"Höhler, J; Kühl, R",dimensions of member heterogeneity in cooperatives and their impact on organization  a literature review,ANNALS OF PUBLIC AND COOPERATIVE ECONOMICS,13704788,10.1111/apce.12177,2018,wos
"Bouichou, E; Abdoulaye, T; Allali, K; Bouayad, A; Fadlaoui, A",entrepreneurial intention among rural youth in moroccan agricultural cooperatives the future of rural entrepreneurship,SUSTAINABILITY,NA,10.3390/su13169247,2021,wos
"Mikus, P; Suchánek, P",the key performance indicators of the czech cooperatives,"POLITICAL SCIENCES, LAW, FINANCE, ECONOMICS AND TOURISM, VOL II",23675659,NA,2014,wos
"Zheng, HY; Zhou, YW; Rahut, DB",smartphone use offfarm employment and womens decisionmaking power evidence from rural china,REVIEW OF DEVELOPMENT ECONOMICS,13636669,10.1111/rode.12966,2023,wos
"Quang, HV; Hien, PV; Song, NV",the factors influence high technology adoption of agricultural cooperatives in vietnam,JOURNAL OF LAW AND POLITICAL SCIENCES,22227288,NA,2022,wos
"An, HL",talking about the shortcomings and coping strategies of chinas agricultural cooperatives,"2012 INTERNATIONAL CONFERENCE ON EDUCATION REFORM AND MANAGEMENT INNOVATION (ERMI 2012), VOL 3",NA,NA,2013,wos
"Yobe, CL; Ferrer, SRD; Mudhara, M",the financial and social efficiency of rural cooperatives in south africa,AFRICAN JOURNAL OF SCIENCE TECHNOLOGY INNOVATION & DEVELOPMENT,20421338,10.1080/20421338.2020.1866146,2022,wos
"Bijman, J; Chaddad, FR; Cook, ML",how strengthening vertical coordination may lead to restructuring of macrohierarchies,DYNAMICS IN CHAINS AND NETWORKS,NA,NA,2004,wos
"Martins, FS; Lucato, WC; Da Silva, D",can diversification explain financial performance in agribusiness cooperatives,BRITISH FOOD JOURNAL,0007070X,10.1108/BFJ-03-2018-0156,2019,wos
"Sanikidze, H",factors hindering the development of agricultural cooperatives in georgia,ECONOMICS ECOLOGY SOCIUM,26167107,10.31520/2616-7107/2021.5.3-4,2021,wos
"Hale, J; Carolan, M",cooperative or uncooperative cooperatives digging into the process of cooperation in food and agriculture cooperatives,JOURNAL OF AGRICULTURE FOOD SYSTEMS AND COMMUNITY DEVELOPMENT,21520798,10.5304/jafscd.2018.081.011,2018,wos
"Awoke, HM",member commitment in agricultural cooperatives evidence from ethiopia,COGENT BUSINESS & MANAGEMENT,23311975,10.1080/23311975.2021.1968730,2021,wos
"Kiani, E; Noorivandi, AN; Ommani, AR; Maghsoodi, T",identifying strategies for adapting agricultural cooperatives to learning organization in iran application of swot and sem models,JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY,16807073,NA,2021,wos
"Feldmane, L; Zvirbule, A",influence of institutional framework on economic activity of agricultural cooperatives latvias case,ECONOMIC SCIENCE FOR RURAL DEVELOPMENT 2020,16913078,10.22616/ESRD.2020.53.004,2020,wos
"Deng, WD; Hendrikse, GWJ",managerial vision bias and cooperative governance,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,01651587,10.1093/erae/jbv017,2015,wos
"Singh, K; Misra, M; Kumar, M; Tiwari, V",a study on the determinants of financial performance of us agricultural cooperatives,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,16111699,10.3846/jbem.2019.9858,2019,wos
"Jukrkorn, N",the guidelines fot strenghtening agricultural cooperatives in the asean region,CBU INTERNATIONAL CONFERENCE PROCEEDINGS 2017: INNOVATIONS IN SCIENCE AND EDUCATION,1805997X,10.12955/cbup.v5.926,2017,wos
"Yegizbayeva, G",cooperation of small farms in agriculture complex of the republic of kazakhstan,INTERNATIONAL SCIENTIFIC DAYS 2016: THE AGRI-FOOD VALUE CHAIN: CHALLENGES FOR NATURAL RESOURCES MANAGEMENT AND SOCIETY,NA,10.15414/isd2016.s1.09,2016,wos
"Sefer, BK",a gender and classsensitive explanatory model for rural women entrepreneurship in turkey,INTERNATIONAL JOURNAL OF GENDER AND ENTREPRENEURSHIP,17566266,10.1108/IJGE-07-2019-0113,2020,wos
"Mulgan, AG",loosening the ties that bind japans agricultural policy triangle and reform of cooperatives ja,JOURNAL OF JAPANESE STUDIES,00956848,10.1353/jjs.2016.0039,2016,wos
Meizhang; XiangyuGuo,study on functions of the agriculture cooperative in food safety,INTERNATIONAL CONFERENCE ON AGRICULTURAL RISK AND FOOD SECURITY 2010,22107843,10.1016/j.aaspro.2010.09.060,2010,wos
"Chaddad, FR; Cook, ML",innovative governance structures for producerled agrichain management,CHAIN MANAGEMENT IN AGRIBUSINESS AND THE FOOD INDUSTRY,NA,NA,2000,wos
"Macdonald, TOR; Rowarth, JS",critical success factors when going global agribusiness cooperative growth,"PROCEEDINGS OF THE NEW ZEALAND GRASSLAND ASSOCIATION, 2013",03693902,NA,2013,wos
"Ramadam, AO; Estivalete, VDB; Wegner, RD; Parcianello, JA",investigation of organizational support perception of employees of a cooperative in rio grande do sul,REVISTA GESTAO ORGANIZACIONAL,19836635,10.22277/rgo.v15i2.6497,2022,wos
"Iliopoulos, C; Värnik, R; Kiisk, T; Varthalamis, G; Sinnott, L",governance in estonian agricultural cooperatives structures and processes,SUSTAINABILITY,NA,10.3390/su142316031,2022,wos
"Zeuli, KA",new risk management strategies for agricultural cooperatives,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,00029092,10.2307/1244113,1999,wos
"Seguí-Mas, E; Marí-Vidal, S; Marín-Sánchez, MD",business failure prediction in agricultural cooperatives through non financial variables an approach through the delphi method,"VISION 2020: SUSTAINABLE GROWTH, ECONOMIC DEVELOPMENT, AND GLOBAL COMPETITIVENESS, VOLS 1-5",NA,NA,2014,wos
"Wu, ZH; Pullman, ME",cultural embeddedness in supply networks,JOURNAL OF OPERATIONS MANAGEMENT,02726963,10.1016/j.jom.2015.06.004,2015,wos
"Bercu, F; Botanoiu, D; Tudor, V; Alecu, E",analysis of the modern agricultural cooperatives activity in romania,ROMANIAN AGRICULTURAL RESEARCH,12224227,NA,2014,wos
"Huhtala, K; Tuominen, P",disclosing the mechanism of director selection in agricultural cooperatives  a case of finland,"PROCEEDINGS OF THE 13TH EUROPEAN CONFERENCE ON MANAGEMENT, LEADERSHIP AND GOVERNANCE (ECMLG 2017)",20489021,NA,2017,wos
"Matyja, M; Rajchelt-Zublewicz, M",an empirical study of modernity in agricultural cooperatives in poland,"HRADEC ECONOMIC DAYS, PT II, 2018",24646059,NA,2018,wos
"Cohen, IA; Sofer, M",integrated rural heritage landscapes the case of agricultural cooperative settlements and open space in israel,JOURNAL OF RURAL STUDIES,07430167,10.1016/jjrurstud.2017.06.006,2017,wos
"Dhakal, D; O'Brien, D; Mueser, P",government policy and performance of agricultural cooperatives a case study in chitwan district nepal,SUSTAINABILITY,NA,10.3390/su132112282,2021,wos
"Ebrahimi, MS; Ghaediyan, M",corporate social responsibility and organizational commitment in agricultural cooperatives evidence from iran,BOLETIN DE LA ASOCIACION INTERNACIONAL DE DERECHO COOPERATIVO-INTERNATIONAL ASSOCIATION OF COOPERATIVE LAW JOURNAL,1134993X,10.18543/baidc-59-2021pp263-283,2021,wos
"Othman, MS; Garrod, G; Oughton, E",farming groups and empowerment of women smallholder farmers,DEVELOPMENT IN PRACTICE,09614524,10.1080/09614524.2021.1911947,2021,wos
"Bortoluzzi, F; Johann, JA; Rojo, CA",practices of sustainable innovation in incubated companies in the city of santa maria rs,REVISTA METROPOLITANA DE SUSTENTABILIDADE,23183233,NA,2019,wos
"Tres, N; Mazzioni, S; Magro, CBD",sensibilidade da sustentabilidade ao cooperativismo e a governanca corporativa,CONTABILIDADE GESTAO E GOVERNANCA,19843925,10.51341/cgg.v25i2.2705,2022,wos
"Sarkar, A; Wang, H; Rahman, A; Qian, L; Memon, WH",evaluating the roles of the farmers cooperative for fostering environmentally friendly production technologiesa case of kiwifruit farmers in meixian china,JOURNAL OF ENVIRONMENTAL MANAGEMENT,03014797,10.1016/j.jenvman.2021.113858,2022,wos
"Pennerstorfer, D; Weiss, CR",product quality in the agrifood chain do cooperatives offer highquality wine,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,01651587,10.1093/erae/jbs008,2013,wos
"Piekielek, J",cooperativism and agroforestry in the eastern amazon the case of tomeacu,LATIN AMERICAN PERSPECTIVES,0094582X,10.1177/0094582X10382097,2010,wos
"da Silva, FF; Baggio, DK; Santos, DFL",governance and performance model for agricultural cooperatives,ESTUDIOS GERENCIALES,01235923,10.18046/j.estger.2022.165.5238,2022,wos
"Barraud-Didier, V; Henninger, MC; El Akremi, A",the relationship between members trust and participation in the governance of cooperatives the role of organizational commitment,INTERNATIONAL FOOD AND AGRIBUSINESS MANAGEMENT REVIEW,15592448,NA,2012,wos
"Hakelius, K; Hansson, H",measuring changes in farmers attitudes to agricultural cooperatives evidence from swedish agriculture 19932013,AGRIBUSINESS,07424477,10.1002/agr.21464,2016,wos
"Sarov, A",governance transformation of the bulgarian cooperative movement values principles practices and members satisfaction,BULGARIAN JOURNAL OF AGRICULTURAL SCIENCE,13100351,NA,2021,wos
"Rajaei, Y; Yaghoubi, J; Donyaei, H",assessing effective factors in development of entrepreneurship in agricultural cooperatives of zanjan province,3RD WORLD CONFERENCE ON EDUCATIONAL SCIENCES - 2011,18770428,10.1016/j.sbspro.2011.03.323,2011,wos
"Bonan, AM; Bencke, FF; Santos, S; Breitenbach, R",the perceived importance of the code of ethics in a large cooperative,REVISTA GESTAO ORGANIZACIONAL,19836635,NA,2018,wos
"Castro, C; Moreira, T",assessing corruption in agricultural cooperatives differences in the perceived level of corruption using microdata,STUDIES IN BUSINESS AND ECONOMICS,18424120,10.2478/sbe-2022-0025,2022,wos
"Qu, RP; Wu, YC; Chen, J; Jones, GD; Li, WJ; Jin, S; Chang, Q; Cao, YY; Yang, GJ; Li, ZH; Frewer, LJ",effects of agricultural cooperative society on farmers technical efficiency evidence from stochastic frontier analysis,SUSTAINABILITY,NA,10.3390/su12198194,2020,wos
"Delarmelina, N; Salles, AOT",a study on the marketing of the production of agricultural cooperatives under the lens of transactioncosts theory,CUSTOS E AGRONEGOCIO ON LINE,18082882,NA,2016,wos
"Sapwan, HH; Tambi, AMA",agriculture cooperatives society in perak role of education background and training attained on the competency of bod,PROCEEDINGS OF USM-AUT INTERNATIONAL CONFERENCE 2012 SUSTAINABLE ECONOMIC DEVELOPMENT: POLICIES AND STRATEGIES,NA,NA,2012,wos
"Kassem, HS; Ismail, H; Ghoneim, YA",assessment of institutional linkages and information flow within the agricultural knowledge and innovation case of dakahlia governorate egypt,SUSTAINABILITY,NA,10.3390/su14116415,2022,wos
"Wang, B; Cheng, PY; Lee, B; Sun, LC; Chang, HH",does participation in agricultural cooperatives affect farm sustainability empirical evidence from taiwan,SUSTAINABILITY,NA,10.3390/su11184987,2019,wos
"Castro, C; Moreira, T",is there corruption in the portuguese agricultural cooperative sector an exploratory study,VISION 2025: EDUCATION EXCELLENCE AND MANAGEMENT OF INNOVATIONS THROUGH SUSTAINABLE ECONOMIC COMPETITIVE ADVANTAGE,NA,NA,2019,wos
"Cechin, A; Bijman, J; Pascucci, S; Omta, O",decomposing the member relationship in agricultural cooperatives implications for commitment,AGRIBUSINESS,07424477,10.1002/agr.21321,2013,wos
"Wang, YB; Wang, JJ; Wang, XY; Li, Q",does policy cognition affect livestock farmers investment in manure recycling facilities evidence from china,SCIENCE OF THE TOTAL ENVIRONMENT,00489697,10.1016/j.scitotenv.2021.148836,2021,wos
"Lindbloom, J",a farreaching shift in argumentation parliamentary debates on postsocialist agricultural cooperatives in the 1990s,EASTERN EUROPEAN COUNTRYSIDE,12328855,10.2478/v10130-012-0005-8,2012,wos
"Schaefer, V; Bittencourt, SAM; Ferraz, LZT",independent auditing in agricultural cooperatives perception of the responsables for the governance about the hiring reasons,GESTAO E DESENVOLVIMENTO,18075436,10.25112/rgd.v19i1.2264,2022,wos
"Chaiwong, D",an analysis of the effectiveness of the strategic plan for an increase of the internal agricultural cooperative capital a case study of the land reform srisatchanalai agricultural cooperative limited,MANAGING AND MODELLING OF FINANCIAL RISKS - 5TH INTERNATIONAL SCIENTIFIC CONFERENCE,24646970,NA,2010,wos
"Bolotova, YV",agricultural supply management and market power evidence from the us dairy and potato industries,AGRIBUSINESS,07424477,10.1002/agr.21485,2016,wos
"Orlu, KN; Rambe, P",the significance of market power in the financial sustainability of emerging agricultural cooperatives in the central free state of south africa a resourcebased view,SOUTHERN AFRICAN BUSINESS REVIEW,19988125,10.25159/1998-8125/10993,2022,wos
"Cross, RM; Buccola, ST; Thomann, EA",cooperative liquidation under competitive stress,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,01651587,10.1093/erae/jbp027,2009,wos
"Singh, J; Singh, D",utilization of information sources by bt cotton farmers in punjab,INDIAN JOURNAL OF ECONOMICS AND DEVELOPMENT,22775412,10.5958/2322-0430.2018.00114.2,2018,wos
"Huang, J; Gu, HY; Zhu, GW",service pricing agent efficiency and membership commitment in mixed duopsonies,"2005 International Conference on Services Systems and Services Management, Vols 1 and 2, Proceedings",NA,NA,2005,wos
"Grashuis, J",an exploratory study of cooperative survival strategic adaptation to external developments,SUSTAINABILITY,20711050,10.3390/su10030652,2018,wos
"Shpykuliak, O; Sakovska, O",agricultural cooperation as an innovation for rural development,BALTIC JOURNAL OF ECONOMIC STUDIES,22560742,10.30525/2256-0742/2020-6-3-183-189,2020,wos
"Back, B; Dos Santos, TLP; Martins, VA",the use of performance evaluation models from the perspective of gecon and the balanced scorecard a case study in an agroindustrial cooperative,CUSTOS E AGRONEGOCIO ON LINE,18082882,NA,2022,wos
"Atkociuniene, V; Balkibayeva, A",the role of cooperation for the needs of bioeconomy development,"RESEARCH FOR RURAL DEVELOPMENT 2019, VOL 2",16914031,10.22616/rrd.25.2019.054,2019,wos
"de Frutos, RMG; Casas-Méndez, B",routing problems in agricultural cooperatives a model for optimization of transport vehicle logistics,IMA JOURNAL OF MANAGEMENT MATHEMATICS,1471678X,10.1093/imaman/dpy010,2019,wos
"Dumitru, EA; Micu, MM; Sterie, CM",the key to the development of agricultural cooperatives in romania from the perspective of those who run them,OUTLOOK ON AGRICULTURE,00307270,10.1177/00307270221138118,2023,wos
"Padilha, W; Farias, FR; Espíndola, CJ",the dynamics of the formation of large agricultural complexes in southern brazil from the 1950s to the 2000s,REVISTA PEGADA,16761871,NA,2021,wos
"Sergaki, P; Kontogeorgos, A; Kalogeras, N; van Dijk, G",reciprocity and cooperatives performance the example of mandatory greek cooperatives,AGER-REVISTA DE ESTUDIOS SOBRE DESPOBLACION Y DESARROLLO RURAL,15787168,10.4422/ager.2020.04,2020,wos
"Yu, LY; Nilsson, J",social capital and financial capital in chinese cooperatives,SUSTAINABILITY,20711050,10.3390/su11082415,2019,wos
"Chhinh, N; Sok, S; Sou, V; Nguonphan, P",local engagement in the agricultural cooperatives acs operation in cambodia,SUSTAINABILITY,NA,10.3390/su142416515,2022,wos
"Grashuis, J; Cook, ML",a structural equation model of cooperative member satisfaction and longterm commitment,INTERNATIONAL FOOD AND AGRIBUSINESS MANAGEMENT REVIEW,15592448,10.22434/IFAMR2018.0101,2019,wos
"Vargas-Prieto, A; Arrieta-Díaz, E",risks of organizational growth to cooperatives identity,CLIO AMERICA,1909941X,10.21676/23897848.4278,2021,wos
"Carpes, AMD; da Cunha, PR",corporate governance mechanisms in the different life cycles of agricultural cooperatives in southern brazil,CONTABILIDADE GESTAO E GOVERNANCA,19843925,10.21714/1984-3925_2018v21n1a5,2018,wos
"Zheng, S; Wang, ZG; Song, SF",farmers behaviors and performance in cooperatives in jilin province of china a case study,SOCIAL SCIENCE JOURNAL,03623319,10.1016/j.soscij.2011.05.003,2011,wos
"Martínez-Rodríguez, FM",working in the vegetable garden with hortigas a critical socioeducational experience challenging neoliberal precarisation,JOURNAL FOR CRITICAL EDUCATION POLICY STUDIES,20510969,NA,2020,wos
"Boland, MA; Briggeman, BC; Jacobs, K; Kenkel, P; McKee, G; Park, JL",research priorities for agricultural cooperatives and their farmermembersjel codes,APPLIED ECONOMIC PERSPECTIVES AND POLICY,20405790,10.1002/aepp.13068,2021,wos
"Peng, X; Liang, Q; Deng, WD; Hendrikse, G",ceos versus members evaluation of cooperative performance evidence from china,SOCIAL SCIENCE JOURNAL,03623319,10.1016/j.soscij.2019.01.006,2020,wos
"Sin, A; Nowak, C",dairy cooperatives in romania and poland,"ECONOMIC DYNAMICS AND SUSTAINABLE DEVELOPMENT - RESOURCES, FACTORS, STRUCTURES AND POLICIES, PT 2",NA,NA,2016,wos
"Grashuis, J",agricultural firm survival the case of farmer cooperatives in the united states,AGRIBUSINESS,07424477,10.1002/agr.21612,2020,wos
"Daskalopoulou, I; Karakitsiou, A; Thomakis, Z; Parthymos, A",assessing the cooperation propensity of social entrepreneurs a multicriteria analysis of human factor effects,OPERATIONAL RESEARCH,11092858,10.1007/s12351-022-00736-8,2022,wos
"Mwambi, M; Bijman, J; Galie, A",the effect of membership in producer organizations on womens empowerment evidence from kenya,WOMENS STUDIES INTERNATIONAL FORUM,02775395,10.1016/j.wsif.2021.102492,2021,wos
"Kawai, S",the groundwork for agriculture cooperative finance in a transition economy,AGRICULTURAL FINANCE AND CREDIT INFRASTRUCTURE IN TRANSITION ECONOMIES,NA,NA,1999,wos
"Giagnocavo, C",the development of the cooperative movement and civil society in almeria spain something from nothing,SUSTAINABILITY,NA,10.3390/su12239820,2020,wos
"Lin, B; Wang, XX; Jin, SQ; Yang, WJ; Li, HJ",impacts of cooperative membership on rice productivity evidence from china,WORLD DEVELOPMENT,0305750X,10.1016/j.worlddev.2021.105669,2022,wos
"Wang, L; Luo, JL; Liu, YX",agricultural cooperatives participating in vegetable supply chain integration a case study of a trinity cooperative in china,PLOS ONE,19326203,10.1371/journal.pone.0253668,2021,wos
"Lee, H; Van Cayseele, P",market power markup volatility and the role of cooperatives in the food value chain evidence from italy,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,01651587,10.1093/erae/jbac001,2022,wos
"Fernandes, JAF; Silva, LDA",business strategy of four small chilean agricultural cooperatives for rural development,DESENVOLVIMENTO E MEIO AMBIENTE,1518952X,10.5380/dma.v60i0.75895,2022,wos
"Hu, GY; Wang, J; Laila, U; Fahad, S; Li, JJ",evaluating households community participation does community trust play any role in sustainable development,FRONTIERS IN ENVIRONMENTAL SCIENCE,NA,10.3389/fenvs.2022.951262,2022,wos
"Silva, LF; Morello, T",is there a tradeoff between efficiency and cooperativism evidence from brazilian worker cooperatives,JOURNAL OF CO-OPERATIVE ORGANIZATION AND MANAGEMENT,2213297X,10.1016/j.jcom.2021.100136,2021,wos
"Qian, XY",production planning and equity investment decisions in agriculture with closed membership cooperatives,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,03772217,10.1016/j.ejor.2021.02.007,2021,wos
"Chalomklang, C",enhancement of the efficiency in the management of cooperative business by preparing the strategic plan on control and advices a case study of buengsamphan agricultural cooperative ltd,MANAGING AND MODELLING OF FINANCIAL RISKS - 5TH INTERNATIONAL SCIENTIFIC CONFERENCE,24646970,NA,2010,wos
"Plunkett, B; Chaddad, FR; Cook, ML",ownership structure and incentives to invest dualstructured irrigation cooperatives in australia,JOURNAL OF INSTITUTIONAL ECONOMICS,17441374,10.1017/S1744137409990361,2010,wos
"Xu, YN; Liang, Q; Huang, ZH",benefits and pitfalls of social capital for farmer cooperatives evidence from china,INTERNATIONAL FOOD AND AGRIBUSINESS MANAGEMENT REVIEW,15592448,10.22434/IFAMR2018.0024,2018,wos
"Chiurciu, IA; Vlad, IM; Soare, E; Toma, E; Firatoiu, AR",aspects regarding the activity of agrifood cooperatives in germany,SCIENTIFIC PAPERS-SERIES MANAGEMENT ECONOMIC ENGINEERING IN AGRICULTURE AND RURAL DEVELOPMENT,22847995,NA,2022,wos
"Gregolin, MRP; Gregolin, GC; Mattia, V; Corbari, F; Zonin, WJ",evaluation of organizational management in cooperatives of family farmers of the state of parana,NATIVA,23187670,10.31413/nativa.v6i5.6776,2018,wos
"Su, X; Zhang, H; Guo, SB",a model and complexity analysis of the relationship based on organizational justice and embeddedness theories,COMPLEXITY,10762787,10.1155/2020/6129840,2020,wos
"COLLINS, RA",the conversion of cooperatives to publicly held corporations  a financial analysis of limited evidence,WESTERN JOURNAL OF AGRICULTURAL ECONOMICS,01621912,NA,1991,wos
"Yu, JY; Bonroy, O; Bouamra-Mechemache, Z",quality and quantity incentives under downstream contracts a role for agricultural cooperatives,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,00029092,10.1111/ajae.12352,2023,wos
"Martin, S; Alvarez, I; Kant, JD",micromacro viability analysis of individualbased models investigation into the viability of a stylized agricultural cooperative,COMPLEXITY,10762787,10.1002/cplx.21604,2015,wos
"Hejkrlik, J; Chaloupkova, P; Sokolska, T",the role of transformational leadership and leaders skills for new agricultural cooperatives in postsoviet countries,ANNALS OF PUBLIC AND COOPERATIVE ECONOMICS,13704788,10.1111/apce.12353,2023,wos
"Cook, ML",a life cycle explanation of cooperative longevity,SUSTAINABILITY,NA,10.3390/su10051586,2018,wos
"Juracak, J; Brckovic, G; Brkic, N",distributivni centar za voce i povrce ltd as an example of a successful partnership in the fruit and vegetable supply chain,INTERDISCIPLINARY MANAGEMENT RESEARCH XVII (IMR 2021),18470408,NA,2021,wos
"Linares, EHM; Canas, JA; Gomez-Limon, JA; Casanova, A",analysis of cooperative principles in the success of agricultural cooperatives in zulia,REVISTA DE LA FACULTAD DE AGRONOMIA DE LA UNIVERSIDAD DEL ZULIA,03787818,NA,2014,wos
"Morfi, C; Nilsson, J; Hakelius, K; Karantininis, K",social networks and member participation in cooperative governance,AGRIBUSINESS,07424477,10.1002/agr.21660,2021,wos
"Dou, YF; Jiang, Y; Miao, Q",study on risk prevention mechanism of the quality and safety of agricultural products  based on the perspective of peasant special cooperative organizations,PROCEEDINGS OF THE 2013 INTERNATIONAL ACADEMIC WORKSHOP ON SOCIAL SCIENCE (IAW-SC 2013),19516851,NA,2013,wos
"Rufatto, I; Wernke, R",use and importance attributed to controlling practices according to the organizational life cycle in agricultural cooperatives of parana,CUSTOS E AGRONEGOCIO ON LINE,18082882,NA,2020,wos
"Yurugi, T",the agricultural credit guarantee system in japan,AGRICULTURAL FINANCE AND CREDIT INFRASTRUCTURE IN TRANSITION ECONOMIES,NA,NA,1999,wos
"KOVACS, D",politicalchange and the generation effect among agricultural cooperative managers in hungary,SOCIOLOGIA RURALIS,00380199,10.1111/j.1467-9523.1993.tb00951.x,1993,wos
"Smith, P; Callagher, L; Crewe-Brown, J; Siedlok, F",zones of participation and nonparticipation in open strategy desirable actual and undesirable,MANAGEMENT,12864692,NA,2018,wos
"Kuan, MY; Wang, SY; Wang, JH",investigating the association between farmers organizational participation and types of agricultural product certifications empirical evidence from a national farm households survey in taiwan,SUSTAINABILITY,NA,10.3390/su13169429,2021,wos
"Valette, J; Amadieu, P; Sentis, P",cooperatives versus corporations survival in the french wine industry,JOURNAL OF WINE ECONOMICS,19314361,10.1017/jwe.2017.1,2018,wos
"Kalogeras, N; Pennings, JME; van der Lans, IA; Garcia, P; van Dijk, G",understanding heterogeneous preferences of cooperative members,AGRIBUSINESS,07424477,10.1002/agr.20187,2009,wos
"Martinez-Victoria, M; Lario, NA; Val, MMS",financial behavior of cooperatives and investorowned firms an empirical analysis of the spanish fruit and vegetable sector,AGRIBUSINESS,07424477,10.1002/agr.21513,2018,wos
"Amghrous, S; Rousselière, D",limplication des agriculteurs dans les cooperatives dans un pays en transition vers une economie de marche  une application aux cooperatives agricoles de services algeriennes,EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,09578811,10.1057/s41287-018-0179-7,2019,wos
"Mazzarol, T; Clark, D; Reboud, S; Limnios, EM",developing a conceptual framework for the cooperative and mutual enterprise business model,JOURNAL OF MANAGEMENT & ORGANIZATION,18333672,10.1017/jmo.2018.29,2018,wos
"García-Arca, J; Prado-Prado, JC; González-Portela, AT",the supply chain improvement through primary collaboration an action research experience,COLLABORATION IN A HYPERCONNECTED WORLD,18684238,10.1007/978-3-319-45390-3_53,2016,wos
"Dogan, HP; Aydogdu, MH; Sevinç, MR; Cançelik, M",farmers willingness to pay for services to ensure sustainable agricultural income in the gapharran plain sanliurfa turkey,AGRICULTURE-BASEL,NA,10.3390/agriculture10050152,2020,wos
